Title,Job_Desc,Date_Posted,Remote Work Level,Location,Job Type,Job Schedule,Career Level,Travel Required,Categories,User-Agent
"Senior Software Engineer, Network","Full-time, remote position. Duties include owning the developer experience, identifying & executing business development deals to grow an active developer base, designing, building, & maintaining APIs, services, & systems, & debugging production issues.",01/07/21,100% Remote,Work from Anywhere,Employee,01/07/21,Experienced,No specification,"Software Development,Python","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763"
Senior Application Support Engineer,"The sr. application support engineer will lead team members, resolve cases, & prepare case documentation. This remote role requires the ability to work weekends. Must have at least seven years' technical software support exp. at a B2B software company.",01/07/21,100% Remote,US National,Employee,01/07/21,Experienced,"Yes, a bit","French,Database Administration,SQL,Technical Support,Software Development",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:83.0) Gecko/20100101 Firefox/83.0
Project Manager,"Remote job for candidate who will manage a diverse team, actively lead and manage all phases of the project lifecyle, and develop detailed project schedules, estimates, and resource plans. Project manager exp. and BA/BS degree req. $115k-$120k/year.",01/07/21,100% Remote,"Falls Church, VA",Employee,01/07/21,Manager,"Yes, a bit","Computer & IT,Government & Politics,Project Management,Software Development",Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Enterprise Agile Consultant ,"Full-time position. Will map client requirements, assist with implementation, collaborate with team, provide end-user support and give training. Must have related consulting experience. Remote during pandemic. ",01/07/21,Remote - During Pandemic,US National,Employee,01/07/21,Experienced,No specification,"Consulting,IT Consulting,Software Development",Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Web Development Associate,"Full-time position. Will provide customer support, maintain industry knowledge, collaborate with team and monitor bugs. Bachelor's degree and 1+ years' related web experience required. Remote during pandemic. ",01/07/21,Remote - During Pandemic,"Oakland, CA, New York, NY, Boulder, CO, Washington, DC",Employee,01/07/21,Experienced,No specification,"Computer & IT,Internet & Ecommerce,Software Development,Web Design","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
Back-end Developer,"Full-time, remote candidate will develop and maintain monitoring tools, automate production testing, and handle technical issues. Must have five plus years of JavaScript developer experience and a strong understanding of REST API design.",01/07/21,100% Remote,"Belgium, Denmark, Finland, France, Greece, Germany, Hungary, Ireland, Italy, Netherlands, Norway, Poland, Portugal, Romania, Spain, Sweden, Switzerland, Turkey, Ukraine, United Kingdom",Employee,01/07/21,Experienced,No specification,"Software Development,QA & Testing",Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Workday Consultant,"Full-time, remote candidate will oversee the daily operational functions to support the human resources function in Workday and ensure successful implementation of processes within project timelines. Must have 5+ years of experience with HCM systems.",01/07/21,100% Remote,"Washington, DC",Employee,01/07/21,Experienced,No specification,"IT Consulting,HR & Recruiting,Operations,Project Management,Software Development,QA & Testing","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763"
EPIC Systems ETL Developer,"Full-time, temporary position. 100% remote. Responsibilities include designing, implementing, & loading customer data models and delivering analytics to technical, non-technical, & leadership teams. Bachelor's and 5 yrs' relevant experience required.",01/07/21,100% Remote,"Chesterfield, MO",Temporary,01/07/21,Experienced,No specification,"Computer & IT,SQL,System Administration,Medical & Health,Project Management,Software Development","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
Security Solutions - Senior Software Engineer,"Remote position will work on enriching the common field mapping schema, research/add new field mappings, fine ways of promoting/converting the data into schema, and help build/improve various tools. Need development experience with Python, Ruby, Java. ",01/07/21,100% Remote,Work from Anywhere,Employee,01/07/21,Experienced,No specification,"Software Development,Python,Ruby on Rails,Computer Security,Computer & IT","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
Lead .Net Developer,"Temporary remote position will do hands-on development, lead design initiatives for the architecture, and mentor/lead other developers on the team. Need five years of experience with SQL Server objects, UI development with multiple toolsets. ",01/07/21,100% Remote,"Green Bay, WI",Temporary,01/07/21,Experienced,No specification,".NET,Software Development,Computer & IT,SQL",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Senior Java Developer,"Full-time temporary remote role. He/she will be responsible for an enterprise wide migration from Mulesoft to Openshift. Candidate should have experience with RabitMQ, Java, SQL Server and batch scheduling tools and 8+ years' exp. Pay up to $80/hour. ",01/07/21,100% Remote,"Milwaukee, WI","Freelance, Temporary",01/07/21,Experienced,No specification,"Java & Android,Software Development,Computer & IT,SQL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763"
Full Stack .Net Developer ,"Temporary, remote job. Pays $80 an hour. Needs five years' experience SQL Server objects and experience setting up/ using Storybooks for UI standards. Work on an enterprise wide re-architecture of several systems that impact internal/external customers.",01/07/21,100% Remote,"Green Bay, WI",Temporary,01/07/21,Experienced,No,"Software Development,.NET,Computer & IT,SQL","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
"Senior Developer, Python","Remote opportunity for a senior Python developer. Will identify solutions to integrate with various systems, architect an integration platform, write code and unit tests, and coordinate with internal and external stakeholders. Need five years' experience.",01/07/21,100% Remote,"Bangalore, India",Employee,01/07/21,Experienced,No specification,"Software Development,Python","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
Fullstack Developer ,"Remote, full-time job. Needs three years' experience in Javascript and experience working with Python. build pixel perfect analytics dashboard, decide on frontend libraries to build the components required, ensure code is reliable by writing unit rests.",01/07/21,100% Remote,"Bangalore, India",Employee,01/07/21,Experienced,No,Software Development,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Software Engineer,"Remote opportunity for a software engineer. Will work on a team to tackle complex technical challenges, contribute to design and architecture investigations and decisions, deliver software, write code, and perform code reviews. Need relevant experience. ",01/07/21,100% Remote,"Toronto, ON, Canada, New York, NY",Employee,01/07/21,Experienced,No specification,Software Development,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Staff Engineer,"Full-time remote role will collaborate with product leads to develop technical solutions for clients, mentor developers, and develop the integration platform. 8+ years' software design and development experience and database design experience required. ",01/07/21,100% Remote,"Bangalore, India",Employee,01/07/21,Experienced,No specification,Software Development,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:83.0) Gecko/20100101 Firefox/83.0
Senior Platform Engineer - Google Cloud Platform,"Remote, full-time job. Needs three years' experience with Java add Spring framework and experience implementing platform components. Work with customers to define and develop complex, multi-tier distributed software applications and will mentor teams.",01/07/21,100% Remote,"Toronto, ON, Canada, New York, NY",Employee,01/07/21,Experienced,No,"Software Development,Java & Android","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
Senior Cloud Engineer - Google Cloud Platform,"Remote role for a senior cloud engineer. Will design cloud-based technical architectures and migration approaches, demonstrate/prototype integrations, and recommend strategies, architectures, platforms and application infrastructure. Need five years' exp.",01/07/21,100% Remote,"Toronto, ON, Canada, New York, NY",Employee,01/07/21,Experienced,No specification,Software Development,Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Senior DevOps Engineer,"Full-time, remote job. Needs three years' software engineering experience and AWS experience. Develop and implement complex automation tasks and cloud architecture, design, build, test and deploy highly scalable and resilient cloud based applications. ",01/07/21,100% Remote,"Toronto, ON, Canada, New York, NY",Employee,01/07/21,Experienced,No,Software Development,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763"
Front End Developer,Full-time remote role.He/she will develop high quality solutions in core product platform. Salary is $90K - $130K/year. BA/BS degree in Computer Science and 3+ years' experience in software development required. Javascript and React experience required. ,01/06/21,100% Remote,"Sherman Oaks, CA",Employee,01/06/21,Experienced,No specification,Software Development,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Fullstack Engineer,"Remote opportunity for a fullstack engineer. Will build new internal tools including a new admin portal, integrate tools, research and scope new custom tools, and provide technical guidance and insights. Need three years of development experience. ",01/06/21,100% Remote,Work from Anywhere,Employee,01/06/21,Experienced,"Yes, a bit",Software Development,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Senior Software Engineer,"Perform senior-level software engineering in a remote capacity. Design solutions, perform code review, and resolve difficult issues. Create software that is secure and scalable. Must have 5 or more years' experience including Python and Angular JS skills.",01/06/21,100% Remote,US National,Employee,01/06/21,Experienced,No specification,Software Development,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:83.0) Gecko/20100101 Firefox/83.0
